ep,sr,ho,rew_mec,rew_ho
0,0.5454545454545454,0,-5.174338234582752,18.33608615323035
1,0.3181818181818182,0,-20.887051263537007,44.06814183622995
2,0.09090909090909091,0,-36.841302417531594,28.27719037283919
3,0.5454545454545454,0,-5.213573131744345,18.33608615323035
4,0.5,0,-7.93958185619648,44.06814183622995
5,0.09090909090909091,0,-36.89470430266692,28.27719037283919
6,0.13636363636363635,0,-34.44958590801142,18.33608615323035
7,0.2727272727272727,0,-24.130567635198403,44.06814183622995
8,0.0,0,-44.0,28.27719037283919
9,0.13636363636363635,0,-34.48543695764752,18.33608615323035
10,0.045454545454545456,0,-40.781482964798485,44.06814183622995
11,0.0,0,-44.0,28.27719037283919
12,0.2727272727272727,0,-24.794456379179852,18.33608615323035
13,0.6818181818181818,0,6.470334281847757,44.06814183622995
14,0.0,0,-44.0,28.27719037283919
15,0.045454545454545456,0,-40.93804727275303,18.33608615323035
16,0.0,0,-44.0,44.06814183622995
17,0.18181818181818182,0,-30.144418365419195,28.27719037283919
18,0.5454545454545454,0,-5.560259583667191,18.33608615323035
19,0.22727272727272727,0,-27.519709773624964,44.06814183622995
20,0.09090909090909091,0,-37.03218145598242,28.27719037283919
21,0.045454545454545456,0,-40.93396737743663,18.33608615323035
22,0.5454545454545454,0,-3.194853097882583,44.06814183622995
23,0.0,0,-44.0,28.27719037283919
24,0.0,0,-44.0,18.33608615323035
25,0.5454545454545454,0,-3.34151815457367,44.06814183622995
26,0.0,0,-44.0,28.27719037283919
27,0.2727272727272727,0,-24.884033752933046,18.33608615323035
28,0.13636363636363635,0,-34.1304606152964,44.06814183622995
29,0.0,0,-44.0,28.27719037283919
30,0.13636363636363635,0,-34.60834568284726,18.33608615323035
31,0.5454545454545454,0,-3.189990883883291,44.06814183622995
32,0.0,0,-44.0,28.27719037283919
33,0.09090909090909091,0,-37.782763293822455,18.33608615323035
34,0.5454545454545454,0,-4.525517352883312,44.06814183622995
35,0.0,0,-44.0,28.27719037283919
36,0.09090909090909091,0,-37.78757755276126,18.33608615323035
37,0.6818181818181818,0,6.448416635478878,44.06814183622995
38,0.09090909090909091,0,-36.921947411150555,28.27719037283919
39,0.5454545454545454,0,-5.020952196180227,18.33608615323035
40,0.13636363636363635,0,-34.384456479402154,44.06814183622995
41,0.09090909090909091,0,-36.81732850855359,28.27719037283919
42,0.5454545454545454,0,-5.358261809754286,18.33608615323035
43,0.36363636363636365,0,-17.778635713963656,44.06814183622995
44,0.0,0,-44.0,28.27719037283919
45,0.6363636363636364,0,1.7286582805943458,18.33608615323035
46,0.22727272727272727,0,-27.469330089137895,44.06814183622995
47,0.0,0,-44.0,28.27719037283919
48,0.5909090909090909,0,-1.709252048826469,18.33608615323035
49,0.22727272727272727,0,-27.498302514528543,44.06814183622995
50,0.0,0,-44.0,28.27719037283919
51,0.36363636363636365,0,-18.513625464210808,18.33608615323035
52,0.09090909090909091,0,-37.56576217359288,44.06814183622995
53,0.09090909090909091,0,-36.90150492182585,28.27719037283919
54,0.0,0,-44.0,18.33608615323035
55,0.5454545454545454,0,-3.7474756255354356,44.06814183622995
56,0.09090909090909091,0,-36.83989430295213,28.27719037283919
57,0.5454545454545454,0,-5.401470828268524,18.33608615323035
58,0.18181818181818182,0,-30.699861285996473,44.06814183622995
59,0.09090909090909091,0,-36.80368178360507,28.27719037283919
60,0.13636363636363635,0,-34.607334110081915,18.33608615323035
61,0.18181818181818182,0,-30.716257401385963,44.06814183622995
62,0.09090909090909091,0,-36.867382760058454,28.27719037283919
63,0.09090909090909091,0,-37.80311088744135,18.33608615323035
64,0.18181818181818182,0,-30.68636287908847,44.06814183622995
65,0.0,0,-44.0,28.27719037283919
66,0.5909090909090909,0,-1.709586344374054,18.33608615323035
67,0.6363636363636364,0,3.034907216158855,44.06814183622995
68,0.0,0,-44.0,28.27719037283919
69,0.0,0,-44.0,18.33608615323035
70,0.6363636363636364,0,3.3275258299656034,44.06814183622995
71,0.0,0,-44.0,28.27719037283919
72,0.36363636363636365,0,-18.474863530843677,18.33608615323035
73,0.13636363636363635,0,-33.94177370707773,44.06814183622995
74,0.09090909090909091,0,-36.79036174220478,28.27719037283919
75,0.5454545454545454,0,-5.2466169286448086,18.33608615323035
76,0.0,0,-44.0,44.06814183622995
77,0.18181818181818182,0,-30.15639117254362,28.27719037283919
78,0.5454545454545454,0,-4.948240460744417,18.33608615323035
79,0.5454545454545454,0,-3.5099615234121764,44.06814183622995
80,0.0,0,-44.0,28.27719037283919
81,0.13636363636363635,0,-34.44710915319796,18.33608615323035
82,0.09090909090909091,0,-37.601294225645375,44.06814183622995
83,0.09090909090909091,0,-36.82307526482778,28.27719037283919
84,0.6363636363636364,0,1.723249771775865,18.33608615323035
85,0.6363636363636364,0,3.0787432188099464,44.06814183622995
86,0.09090909090909091,0,-36.79266282347331,28.27719037283919
87,0.0,0,-44.0,18.33608615323035
88,0.22727272727272727,0,-27.527657620127577,44.06814183622995
89,0.0,0,-44.0,28.27719037283919
90,0.6363636363636364,0,1.7338464657759474,18.33608615323035
91,0.18181818181818182,0,-30.699701150251013,44.06814183622995
